Type,Name,Properties
Relationship,Module:gpt_researcher\memory\embeddings-[IMPORTS]->Import:langchain_openai.AzureOpenAIEmbeddings,"{'source': 'Module:gpt_researcher\\memory\\embeddings', 'target': 'Import:langchain_openai.AzureOpenAIEmbeddings', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\memory\embeddings-[DEFINES]->Variable:_embeddings,"{'source': 'Module:gpt_researcher\\memory\\embeddings', 'target': 'Variable:_embeddings', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\memory\embeddings-[IMPORTS]->Import:langchain.embeddings.HuggingFaceEmbeddings,"{'source': 'Module:gpt_researcher\\memory\\embeddings', 'target': 'Import:langchain.embeddings.HuggingFaceEmbeddings', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\memory\embeddings-[DEFINES]->Variable:_embeddings,"{'source': 'Module:gpt_researcher\\memory\\embeddings', 'target': 'Variable:_embeddings', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\memory\__init__-[IMPORTS]->Import:embeddings.Memory,"{'source': 'Module:gpt_researcher\\memory\\__init__', 'target': 'Import:embeddings.Memory', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:bing.bing.BingSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:bing.bing.BingSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:arxiv.arxiv.ArxivSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:arxiv.arxiv.ArxivSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:custom.custom.CustomRetriever,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:custom.custom.CustomRetriever', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:duckduckgo.duckduckgo.Duckduckgo,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:duckduckgo.duckduckgo.Duckduckgo', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:google.google.GoogleSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:google.google.GoogleSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:searx.searx.SearxSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:searx.searx.SearxSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:serpapi.serpapi.SerpApiSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:serpapi.serpapi.SerpApiSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:serper.serper.SerperSearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:serper.serper.SerperSearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[IMPORTS]->Import:tavily.tavily_search.TavilySearch,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Import:tavily.tavily_search.TavilySearch', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\__init__-[DEFINES]->Variable:__all__,"{'source': 'Module:gpt_researcher\\retrievers\\__init__', 'target': 'Variable:__all__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[IMPORTS]->Import:arxiv,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Import:arxiv', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[DEFINES]->Class:ArxivSearch,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Class:ArxivSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[DEFINES]->Variable:arxiv_gen,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Variable:arxiv_gen', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\arxiv\arxiv-[DEFINES]->Variable:search_result,"{'source': 'Module:gpt_researcher\\retrievers\\arxiv\\arxiv', 'target': 'Variable:search_result', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[IMPORTS]->Import:requests,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Import:requests', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[IMPORTS]->Import:json,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Import:json', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Class:BingSearch,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Class:BingSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Function:get_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Function:get_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:url,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:url', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:headers,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:headers', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:params,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:params', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:resp,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:resp', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\bing\bing-[DEFINES]->Variable:search_result,"{'source': 'Module:gpt_researcher\\retrievers\\bing\\bing', 'target': 'Variable:search_result', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[IMPORTS]->Import:typing.Any,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Import:typing.Any', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[IMPORTS]->Import:requests,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Import:requests', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[DEFINES]->Class:CustomRetriever,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Class:CustomRetriever', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[DEFINES]->Function:_populate_params,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Function:_populate_params', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\custom\custom-[DEFINES]->Variable:response,"{'source': 'Module:gpt_researcher\\retrievers\\custom\\custom', 'target': 'Variable:response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[IMPORTS]->Import:itertools.islice,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Import:itertools.islice', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[IMPORTS]->Import:duckduckgo_search.DDGS,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Import:duckduckgo_search.DDGS', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[DEFINES]->Class:Duckduckgo,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Class:Duckduckgo', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo-[DEFINES]->Variable:ddgs_gen,"{'source': 'Module:gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'target': 'Variable:ddgs_gen', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[IMPORTS]->Import:exa_py.Exa,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Import:exa_py.Exa', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Class:ExaSearch,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Class:ExaSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Function:_retrieve_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Function:_retrieve_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Function:find_similar,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Function:find_similar', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Function:get_contents,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Function:get_contents', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:search_response,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:search_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:similar_response,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:similar_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:contents_response,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:contents_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\exa\exa-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\exa\\exa', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[IMPORTS]->Import:requests,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Import:requests', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[IMPORTS]->Import:json,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Import:json', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[IMPORTS]->Import:tavily.TavilyClient,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Import:tavily.TavilyClient', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Class:GoogleSearch,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Class:GoogleSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Function:get_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Function:get_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Function:get_cx_key,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Function:get_cx_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:url,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:url', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:resp,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:resp', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\google\google-[DEFINES]->Variable:search_result,"{'source': 'Module:gpt_researcher\\retrievers\\google\\google', 'target': 'Variable:search_result', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[IMPORTS]->Import:tavily.TavilyClient,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Import:tavily.TavilyClient', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[IMPORTS]->Import:langchain_community.utilities.SearxSearchWrapper,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Import:langchain_community.utilities.SearxSearchWrapper', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Class:SearxSearch,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Class:SearxSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Function:get_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Function:get_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Variable:searx,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Variable:searx', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Variable:search_response,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Variable:search_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\searx\searx-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\searx\\searx', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[IMPORTS]->Import:requests,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Import:requests', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[IMPORTS]->Import:duckduckgo_search.DDGS,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Import:duckduckgo_search.DDGS', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[IMPORTS]->Import:urllib.parse,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Import:urllib.parse', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Class:SerpApiSearch,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Class:SerpApiSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Function:get_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Function:get_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:url,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:url', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:params,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:params', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:encoded_url,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:encoded_url', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:search_response,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:search_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:response,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:ddg,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:ddg', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:search_response,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:search_response', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serpapi\serpapi-[DEFINES]->Variable:search_result,"{'source': 'Module:gpt_researcher\\retrievers\\serpapi\\serpapi', 'target': 'Variable:search_result', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Import:os', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[IMPORTS]->Import:requests,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Import:requests', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[IMPORTS]->Import:json,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Import:json', 'type': 'IMPORTS'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Class:SerperSearch,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Class:SerperSearch', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Function:__init__,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Function:__init__', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Function:get_api_key,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Function:get_api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Function:search,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Function:search', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:url,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:url', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:headers,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:headers', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:data,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:data', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:resp,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:resp', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:results,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:api_key,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:api_key', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:search_results,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:search_results', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\serper\serper-[DEFINES]->Variable:search_result,"{'source': 'Module:gpt_researcher\\retrievers\\serper\\serper', 'target': 'Variable:search_result', 'type': 'DEFINES'}"
Relationship,Module:gpt_researcher\retrievers\tavily\tavily_search-[IMPORTS]->Import:os,"{'source': 'Module:gpt_researcher\\retrievers\\tavily\\tavily_search', 'target': 'Import:os', 'type': 'IMPORTS'}"
