Source,Indication,Bibliometric_Target,SKG_BIScore,SKG_Literature_Score,SKG_GDF15_BIScore,SKG_GDF15_Literature_Score,SKG_Total_Score,Bibliometric_Scientific_Score,Bibliometric_Market_Score,Bibliometric_Total_Score,Population,PMIDs
Ponsegromab,Carotid Artery Diseases,Carotid Artery Diseases,0,0,0,0,0,35.7,32,67.7,150024,None
Ponsegromab,Pediatric Obesity,Pediatric Obesity,0,0,0,0,0,17.4,50.3,67.7,6408141,None
Ponsegromab,Heart Septal Defects,Heart Septal Defects,0,0,0,0,0,29.7,38,67.6,NA,None
Ponsegromab,Hypoglycemia,Hypoglycemia,0,0,0,0,0,31.8,35.9,67.6,23386,None
Ponsegromab,Transposition of Great Vessels,Transposition of Great Vessels,0,0,0,0,0,30.9,36.7,67.6,NA,None
Ponsegromab,Cholecystolithiasis,Cholecystolithiasis,0,0,0,0,0,29.4,38.1,67.5,475116,None
Ponsegromab,Cranial Nerve Diseases,Cranial Nerve Diseases,0,0,0,0,0,41.3,26.2,67.5,NA,None
Ponsegromab,Macrocytic Anemia,Macrocytic Anemia,0,0,0,0,0,41.8,25.7,67.5,NA,None
Ponsegromab,Progressive Myoclonic Epilepsies,Progressive Myoclonic Epilepsies,0,0,0,0,0,18,49.5,67.5,1242619,None
Ponsegromab,Traumatic Brain Injury (TBI),Traumatic Brain Injury (TBI),0,0,0,0,0,26.9,40.6,67.5,81849,None
Ponsegromab,Trophoblastic Neoplasms,Trophoblastic Neoplasms,0,0,0,0,0,33.6,33.9,67.5,NA,None
Ponsegromab,Neutropenia,Neutropenia,0,0,0,0,0,32.9,34.4,67.3,32564,None
Ponsegromab,Hydatidiform Mole,Hydatidiform Mole,0,0,0,0,0,38,29.2,67.2,327,None
Ponsegromab,Streptococcal Infections,Streptococcal Infections,0,0,0,0,0,18.7,48.5,67.2,1944266,None
Ponsegromab,Gastroesophageal Junction (GEJ) Cancer,Gastroesophageal Junction (GEJ) Cancer,0,0,0,0,0,25.1,42,67.1,NA,None
Ponsegromab,Lysosomal Storage Diseases,Lysosomal Storage Diseases,0,0,0,0,0,33.1,34,67.1,45890,None
Ponsegromab,Chronic Progressive External Ophthalmoplegia,Chronic Progressive External Ophthalmoplegia,0,0,0,0,0,35.9,31.1,67,NA,None
Ponsegromab,Endocrine Bone Diseases,Endocrine Bone Diseases,0,0,0,0,0,20,47,67,9886949,None
Ponsegromab,Nephrocalcinosis,Nephrocalcinosis,0,0,0,0,0,30.7,36.3,67,324666,None
Ponsegromab,Dyskinesias,Dyskinesias,0,0,0,0,0,36.1,30.8,66.9,NA,None
Ponsegromab,Sphingolipidoses,Sphingolipidoses,0,0,0,0,0,34.9,32.1,66.9,NA,None
Ponsegromab,Congenital Hypoplastic Anemia,Congenital Hypoplastic Anemia,0,0,0,0,0,35,31.8,66.8,NA,None
Ponsegromab,DNA Repair-Deficiency Disorders,DNA Repair-Deficiency Disorders,0,0,0,0,0,27.1,39.6,66.8,NA,None
Ponsegromab,Bone Fractures,Bone Fractures,0,0,0,0,0,42.3,24.4,66.7,NA,None
Ponsegromab,Congenital Adrenal Hyperplasia,Congenital Adrenal Hyperplasia,0,0,0,0,0,40.9,25.8,66.7,16370,None
Ponsegromab,Eclampsia,Eclampsia,0,0,0,0,0,39.9,26.7,66.6,NA,None
Ponsegromab,Goiter,Goiter,0,0,0,0,0,31.2,35.4,66.6,864685,None
Ponsegromab,Hypokalemia,Hypokalemia,0,0,0,0,0,27.7,38.9,66.6,2888507,None
Ponsegromab,Fanconi Anemia,Fanconi Anemia,0,0,0,0,0,24.5,42,66.5,1637,None
Ponsegromab,Neoplastic Complications in Pregnancy,Neoplastic Complications in Pregnancy,0,0,0,0,0,32.7,33.7,66.5,2121796,None
Ponsegromab,Decompensated Cirrhosis,Decompensated Cirrhosis,0,0,0,0,0,21,45.4,66.4,NA,None
Ponsegromab,Age of Onset,Age of Onset,0,0,0,0,0,37.4,28.9,66.3,NA,None
Ponsegromab,Age-Related Macular Degeneration (AMD),Age-Related Macular Degeneration (AMD),0,0,0,0,0,29.2,37.1,66.3,167529,None
Ponsegromab,Fibromyalgia,Fibromyalgia,0,0,0,0,0,24.7,41.6,66.3,144249420,None
Ponsegromab,Gastroesophageal Adenocarcinoma (GEA),Gastroesophageal Adenocarcinoma (GEA),0,0,0,0,0,39.9,26.4,66.3,NA,None
Ponsegromab,Severe Aplastic Anemia,Severe Aplastic Anemia,0,0,0,0,0,20.7,45.6,66.3,NA,None
Ponsegromab,Monogenic Diabetes,Monogenic Diabetes,0,0,0,0,0,34.8,31.4,66.2,NA,None
Ponsegromab,Myoma,Myoma,0,0,0,0,0,31.8,34.4,66.2,222015,None
Ponsegromab,Osteoarticular Tuberculosis,Osteoarticular Tuberculosis,0,0,0,0,0,28.9,37.3,66.2,NA,None
Ponsegromab,Atopic Dermatitis,Atopic Dermatitis,0,0,0,0,0,32.7,33.4,66.1,8595515,None
Ponsegromab,Candidiasis,Candidiasis,0,0,0,0,0,31.4,34.8,66.1,1908068,None
Ponsegromab,Dyssomnias,Dyssomnias,0,0,0,0,0,28.9,37.1,66,15439078,None
Ponsegromab,Central Nervous System Cavernous Hemangioma,Central Nervous System Cavernous Hemangioma,0,0,0,0,0,27.9,37.9,65.9,NA,None
Ponsegromab,Hip Osteoarthritis,Hip Osteoarthritis,0,0,0,0,0,26.1,39.8,65.9,234796,None
Ponsegromab,Transient Ischemic Attack (TIA),Transient Ischemic Attack (TIA),0,0,0,0,0,37.4,28.5,65.9,NA,None
Ponsegromab,Atrophic Gastritis,Atrophic Gastritis,0,0,0,0,0,29.2,36.7,65.8,950045,None
Ponsegromab,Cholelithiasis,Cholelithiasis,0,0,0,0,0,28.2,37.6,65.8,475116,None
Ponsegromab,Congenital Bone Marrow Failure Syndromes,Congenital Bone Marrow Failure Syndromes,0,0,0,0,0,34.7,31.1,65.8,NA,None
Ponsegromab,Alcoholic Hepatitis,Alcoholic Hepatitis,0,0,0,0,0,15.3,50.3,65.7,NA,None
Ponsegromab,Allergies (Immediate Hypersensitivity),Allergies (Immediate Hypersensitivity),0,0,0,0,0,39.5,26.2,65.7,NA,None
Ponsegromab,Intracranial Hypertension,Intracranial Hypertension,0,0,0,0,0,31.5,34.2,65.7,81849,None
Ponsegromab,Peritoneal Cancer/Metastases,Peritoneal Cancer/Metastases,0,0,0,0,0,24.1,41.6,65.7,NA,None
Ponsegromab,Skin Ulcer,Skin Ulcer,0,0,0,0,0,20.2,45.5,65.7,4549237,None
Ponsegromab,Tricuspid Valve Insufficiency,Tricuspid Valve Insufficiency,0,0,0,0,0,25.3,40.4,65.7,NA,None
Ponsegromab,Acute Exacerbations of Chronic Obstructive Pulmonary Disease (AECOPD),Acute Exacerbations of Chronic Obstructive Pulmonary Disease (AECOPD),0,0,0,0,0,31.5,34.1,65.6,NA,None
Ponsegromab,Fetal Growth Restriction,Fetal Growth Restriction,0,0,0,0,0,27.8,37.8,65.6,NA,None
Ponsegromab,Pigmentation Disorders,Pigmentation Disorders,0,0,0,0,0,30.7,35,65.6,494158,None
Ponsegromab,Urinary Tract Infections (UTI),Urinary Tract Infections (UTI),0,0,0,0,0,24.6,40.9,65.5,507386,None
Ponsegromab,Back Pain,Back Pain,0,0,0,0,0,21.1,44.4,65.4,18204986,None
Ponsegromab,Chronic Wounds,Chronic Wounds,0,0,0,0,0,39.4,25.9,65.4,NA,None
Ponsegromab,Gastroenteritis,Gastroenteritis,0,0,0,0,0,24.6,40.8,65.4,653360,None
Ponsegromab,Immunoglobulin G4 (IgG4)-Related Disease,Immunoglobulin G4 (IgG4)-Related Disease,0,0,0,0,0,22.9,42.4,65.4,327,None
Ponsegromab,Myelodysplastic-Myeloproliferative Diseases (MDS/MPN),Myelodysplastic-Myeloproliferative Diseases (MDS/MPN),0,0,0,0,0,37.1,28.2,65.4,NA,None
Ponsegromab,Pneumovirus Infections,Pneumovirus Infections,0,0,0,0,0,27.4,38,65.4,NA,None
Ponsegromab,Renal Cell Carcinoma (RCC),Renal Cell Carcinoma (RCC),0,0,0,0,0,22.3,43,65.4,81849,None
Ponsegromab,Unresectable Tumors,Unresectable Tumors,0,0,0,0,0,37.4,28,65.4,NA,None
Ponsegromab,Escherichia coli Infections,Escherichia coli Infections,0,0,0,0,0,32.5,32.9,65.3,NA,None
Ponsegromab,Extrinsic Allergic Alveolitis,Extrinsic Allergic Alveolitis,0,0,0,0,0,29.4,35.9,65.3,NA,None
Ponsegromab,Limited Scleroderma,Limited Scleroderma,0,0,0,0,0,18.2,47.2,65.3,190066,None
Ponsegromab,Primary Biliary Cholangitis (PBC),Primary Biliary Cholangitis (PBC),0,0,0,0,0,17.1,48.2,65.3,81849,None
Ponsegromab,Tuberculosis,Tuberculosis,0,0,0,0,0,28.8,36.6,65.3,36821459,None
Ponsegromab,Relapsed/Refractory Hematologic Malignancies,Relapsed/Refractory Hematologic Malignancies,0,0,0,0,0,32.2,32.9,65.2,NA,None
Ponsegromab,Leg Injuries,Leg Injuries,0,0,0,0,0,35.5,29.5,65.1,NA,None
Ponsegromab,Helicobacter Pylori,Helicobacter Pylori,0,0,0,0,0,33,32,65,950045,None
Ponsegromab,Foot Diseases,Foot Diseases,0,0,0,0,0,16.4,48.5,64.9,11102007,None
Ponsegromab,Heart Injuries,Heart Injuries,0,0,0,0,0,36.8,28.1,64.9,NA,None
Ponsegromab,Hemodynamic Instability,Hemodynamic Instability,0,0,0,0,0,35.3,29.5,64.9,NA,None
Ponsegromab,Xerostomia,Xerostomia,0,0,0,0,0,29.2,35.6,64.9,47843,None
Ponsegromab,Viral Lower Respiratory Tract Infections,Viral Lower Respiratory Tract Infections,0,0,0,0,0,36.8,27.9,64.8,NA,None
Ponsegromab,Cholestatic Liver Diseases,Cholestatic Liver Diseases,0,0,0,0,0,32.4,32.4,64.7,NA,None
Ponsegromab,Spondylosis,Spondylosis,0,0,0,0,0,25.2,39.5,64.7,91760,None
Ponsegromab,Hemochromatosis,Hemochromatosis,0,0,0,0,0,24.4,40,64.5,296860,None
Ponsegromab,Ketosis,Ketosis,0,0,0,0,0,44,20.6,64.5,45890,None
Ponsegromab,Megacolon,Megacolon,0,0,0,0,0,23.2,41.3,64.5,2937754,None
Ponsegromab,Erythroblastosis Fetalis,Erythroblastosis Fetalis,0,0,0,0,0,38.6,25.7,64.4,NA,None
Ponsegromab,Intracranial Arterial Diseases,Intracranial Arterial Diseases,0,0,0,0,0,29,35.4,64.4,NA,None
Ponsegromab,Pancreatic Cyst,Pancreatic Cyst,0,0,0,0,0,27.8,36.7,64.4,327,None
Ponsegromab,Testicular Diseases,Testicular Diseases,0,0,0,0,0,40.8,23.6,64.4,101218,None
Ponsegromab,Germ-Cell Tumors,Germ-Cell Tumors,0,0,0,0,0,20,44.4,64.3,327,None
Ponsegromab,Habitual Abortion,Habitual Abortion,0,0,0,0,0,33.1,31.2,64.3,NA,None
Ponsegromab,Hemangioma,Hemangioma,0,0,0,0,0,24,40.2,64.2,NA,None
Ponsegromab,Bone Marrow Failure,Bone Marrow Failure,0,0,0,0,0,37.7,26.4,64.1,NA,None
Ponsegromab,Central Nervous System Vascular Malformations,Central Nervous System Vascular Malformations,0,0,0,0,0,24.3,39.9,64.1,NA,None
Ponsegromab,Strongylida Infections,Strongylida Infections,0,0,0,0,0,38.7,25.4,64.1,NA,None
Ponsegromab,Takotsubo Cardiomyopathy,Takotsubo Cardiomyopathy,0,0,0,0,0,18.2,45.9,64.1,16370,None
Ponsegromab,Ear Diseases,Ear Diseases,0,0,0,0,0,31.6,32.3,64,995051,None
Ponsegromab,Bile Duct Diseases,Bile Duct Diseases,0,0,0,0,0,30.1,33.9,63.9,NA,None
Ponsegromab,MINOCA,MINOCA,0,0,0,0,0,10.4,53.5,63.9,4844922,None
Ponsegromab,Portal Hypertension,Portal Hypertension,0,0,0,0,0,20.1,43.8,63.9,1041348,None
Ponsegromab,Parasitic Diseases,Parasitic Diseases,0,0,0,0,0,38.6,25.1,63.7,NA,None
Ponsegromab,Retinal Neoplasms,Retinal Neoplasms,0,0,0,0,0,30.3,33.2,63.6,2121796,None
Ponsegromab,Thiamine Deficiency,Thiamine Deficiency,0,0,0,0,0,37.6,25.9,63.6,NA,None
Ponsegromab,Central Sleep Apnea,Central Sleep Apnea,0,0,0,0,0,14.8,48.7,63.5,15439078,None
Ponsegromab,Disorders of Sex Development,Disorders of Sex Development,0,0,0,0,0,34.9,28.6,63.5,1427302,None
Ponsegromab,Alcoholic Liver Cirrhosis,Alcoholic Liver Cirrhosis,0,0,0,0,0,20.7,42.7,63.4,716004,None
Ponsegromab,Leukocyte Disorders,Leukocyte Disorders,0,0,0,0,0,34.4,29,63.4,32564,None
Ponsegromab,Cockayne Syndrome,Cockayne Syndrome,0,0,0,0,0,26.9,36.3,63.3,327,None
Ponsegromab,Gestational Trophoblastic Neoplasia,Gestational Trophoblastic Neoplasia,0,0,0,0,0,34.7,28.6,63.3,NA,None
Ponsegromab,Heart Rupture,Heart Rupture,0,0,0,0,0,37.2,26.1,63.3,NA,None
Ponsegromab,Multiple System Atrophy,Multiple System Atrophy,0,0,0,0,0,20.7,42.7,63.3,16370,None
Ponsegromab,Retinoblastoma,Retinoblastoma,0,0,0,0,0,30.5,32.8,63.3,16370,None
Ponsegromab,Water Intoxication,Water Intoxication,0,0,0,0,0,16.9,46.4,63.3,2888507,None
Ponsegromab,Autoimmune Skin Disorders,Autoimmune Skin Disorders,0,0,0,0,0,37.2,26,63.1,NA,None
Ponsegromab,Restrictive Cardiomyopathy (RCM),Restrictive Cardiomyopathy (RCM),0,0,0,0,0,26.6,36.6,63.1,327,None
Ponsegromab,Acneiform Eruptions (Acne),Acneiform Eruptions (Acne),0,0,0,0,0,29.8,33.1,62.9,3219289,None
Ponsegromab,Cavernous Hemangioma,Cavernous Hemangioma,0,0,0,0,0,26.5,36.5,62.9,NA,None
Ponsegromab,Cardiovascular Infections,Cardiovascular Infections,0,0,0,0,0,16.4,46.3,62.7,976916,None
Ponsegromab,Congenitally Corrected Transposition of the Great Arteries,Congenitally Corrected Transposition of the Great Arteries,0,0,0,0,0,31.7,30.9,62.6,16370,None
Ponsegromab,Chronic Pain,Chronic Pain,0,0,0,0,0,23.8,38.8,62.5,3944607,None
Ponsegromab,Endometriosis,Endometriosis,0,0,0,0,0,28.5,34,62.5,589002,None
Ponsegromab,Genetic Skin Diseases,Genetic Skin Diseases,0,0,0,0,0,33.3,29.2,62.5,NA,None
Ponsegromab,Papulosquamous Skin Diseases,Papulosquamous Skin Diseases,0,0,0,0,0,36.6,25.9,62.5,NA,None
Ponsegromab,Biliary Liver Cirrhosis,Biliary Liver Cirrhosis,0,0,0,0,0,17.2,45.2,62.4,190066,None
Ponsegromab,Infertility,Infertility,0,0,0,0,0,32.5,29.8,62.3,NA,None
Ponsegromab,Gingival Hyperplasia,Gingival Hyperplasia,0,0,0,0,0,26.4,35.8,62.2,770994,None
Ponsegromab,Hypercholesterolemia,Hypercholesterolemia,0,0,0,0,0,25.5,36.7,62.2,1637,None
Ponsegromab,Norovirus,Norovirus,0,0,0,0,0,28.1,34,62.1,NA,None
Ponsegromab,Gestational Hypertension,Gestational Hypertension,0,0,0,0,0,34.2,27.8,62,NA,None
Ponsegromab,Biliary Atresia,Biliary Atresia,0,0,0,0,0,26,36,61.9,81849,None
Ponsegromab,Lymphomas,Lymphomas,0,0,0,0,0,14.3,47.6,61.9,431983,None
Ponsegromab,Refeeding Syndrome,Refeeding Syndrome,0,0,0,0,0,36.2,25.7,61.9,NA,None
Ponsegromab,Syncope,Syncope,0,0,0,0,0,18.1,43.9,61.9,674740,None
Ponsegromab,Gastroparesis,Gastroparesis,0,0,0,0,0,12.2,49.7,61.8,81849,None
Ponsegromab,Pericardial Effusion,Pericardial Effusion,0,0,0,0,0,26.2,35.6,61.8,NA,None
Ponsegromab,Tetralogy of Fallot,Tetralogy of Fallot,0,0,0,0,0,26.2,35.6,61.8,81849,None
Ponsegromab,Myoclonic Epilepsies,Myoclonic Epilepsies,0,0,0,0,0,15.4,46.3,61.7,3137593,None
Ponsegromab,Sinusitis,Sinusitis,0,0,0,0,0,25.5,36.2,61.7,8216633,None
Ponsegromab,Bone Lesion,Bone Lesion,0,0,0,0,0,29.6,32,61.6,NA,None
Ponsegromab,Adrenogenital Syndrome,Adrenogenital Syndrome,0,0,0,0,0,37.5,24,61.5,NA,None
Ponsegromab,Growth Deficiency in Children,Growth Deficiency in Children,0,0,0,0,0,17.6,43.9,61.5,1427302,None
Ponsegromab,Desmoplastic Melanoma,Desmoplastic Melanoma,0,0,0,0,0,26.9,34.4,61.4,231126,None
Ponsegromab,Carcinoma in Situ,Carcinoma in Situ,0,0,0,0,0,32.6,28.7,61.3,NA,None
Ponsegromab,Visceral Pain Diseases,Visceral Pain Diseases,0,0,0,0,0,31.7,29.6,61.3,NA,None
Ponsegromab,Hip Injuries,Hip Injuries,0,0,0,0,0,33.9,27.3,61.2,NA,None
Ponsegromab,Optic Atrophy,Optic Atrophy,0,0,0,0,0,29,32.2,61.2,NA,None
Ponsegromab,Typhoid,Typhoid,0,0,0,0,0,27.5,33.7,61.2,15,None
Ponsegromab,Uterine Cervical Diseases,Uterine Cervical Diseases,0,0,0,0,0,35.6,25.6,61.2,NA,None
Ponsegromab,Allergic Rhinitis,Allergic Rhinitis,0,0,0,0,0,26.5,34.6,61.1,5948198,None
Ponsegromab,Inborn Errors of Purine-Pyrimidine Metabolism,Inborn Errors of Purine-Pyrimidine Metabolism,0,0,0,0,0,35.8,25.3,61.1,NA,None
Ponsegromab,Malabsorption Syndromes,Malabsorption Syndromes,0,0,0,0,0,24.9,36.2,61.1,54965,None
Ponsegromab,Propionic Acidemia,Propionic Acidemia,0,0,0,0,0,22.1,39.1,61.1,16370,None
Ponsegromab,Gingival Overgrowth,Gingival Overgrowth,0,0,0,0,0,26.4,34.6,61,96123,None
Ponsegromab,Wound Complications,Wound Complications,0,0,0,0,0,29,32,61,NA,None
Ponsegromab,Adrenocortical Carcinoma,Adrenocortical Carcinoma,0,0,0,0,0,13.2,47.6,60.8,1637,None
Ponsegromab,Arthralgia (Joint Pain),Arthralgia (Joint Pain),0,0,0,0,0,15.3,45.5,60.8,22081614,None
Ponsegromab,Nose Diseases,Nose Diseases,0,0,0,0,0,30.8,30,60.8,2427708,None
Ponsegromab,Temporomandibular Joint Disorders,Temporomandibular Joint Disorders,0,0,0,0,0,20.9,39.9,60.8,217325,None
Ponsegromab,Craniomandibular Disorders,Craniomandibular Disorders,0,0,0,0,0,20.9,39.9,60.7,217325,None
Ponsegromab,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,0,0,0,0,0,26.6,34.1,60.6,1637,None
Ponsegromab,Neuroendocrine Tumors (NETs),Neuroendocrine Tumors (NETs),0,0,0,0,0,32.8,27.8,60.6,NA,None
Ponsegromab,Essential Thrombocythemia,Essential Thrombocythemia,0,0,0,0,0,12.1,48.4,60.5,81849,None
Ponsegromab,Febrile Seizures,Febrile Seizures,0,0,0,0,0,22.6,37.9,60.5,1749202,None
Ponsegromab,Haemangioendothelioma,Haemangioendothelioma,0,0,0,0,0,10.2,50.2,60.5,493475,None
Ponsegromab,Follicular Adenocarcinoma,Follicular Adenocarcinoma,0,0,0,0,0,30,30.4,60.4,NA,None
Ponsegromab,Progressive Supranuclear Palsy (PSP),Progressive Supranuclear Palsy (PSP),0,0,0,0,0,12.7,47.7,60.4,16370,None
Ponsegromab,Status Epilepticus,Status Epilepticus,0,0,0,0,0,23.7,36.6,60.3,327,None
Ponsegromab,Infectious Pneumonia,Infectious Pneumonia,0,0,0,0,0,22.7,37.6,60.2,NA,None
Ponsegromab,Multiple Primary Neoplasms,Multiple Primary Neoplasms,0,0,0,0,0,24.1,36,60.2,NA,None
Ponsegromab,Cardiovascular Complications,Cardiovascular Complications,0,0,0,0,0,32.6,27.4,60.1,NA,None
Ponsegromab,Diabetic Retinopathy,Diabetic Retinopathy,0,0,0,0,0,24.1,36.1,60.1,NA,None
Ponsegromab,Lymphopenia,Lymphopenia,0,0,0,0,0,17.8,42.3,60.1,32564,None
Ponsegromab,Optic Nerve Diseases,Optic Nerve Diseases,0,0,0,0,0,33.9,26.2,60.1,NA,None
Ponsegromab,Polycythemia Vera,Polycythemia Vera,0,0,0,0,0,14.7,45.4,60.1,81849,None
Ponsegromab,Behcet's Disease,Behcet's Disease,0,0,0,0,0,16.8,43.2,60,703684,None
Ponsegromab,Sepsis-Associated Acute Kidney Injury,Sepsis-Associated Acute Kidney Injury,0,0,0,0,0,27.6,32.4,60,NA,None
Ponsegromab,Adrenal Cortex Neoplasms,Adrenal Cortex Neoplasms,0,0,0,0,0,14.6,45.2,59.9,2121796,None
Ponsegromab,Mycobacterium Infections,Mycobacterium Infections,0,0,0,0,0,28.5,31.4,59.9,NA,None
Ponsegromab,Prescription Drug Overuse,Prescription Drug Overuse,0,0,0,0,0,30.3,29.7,59.9,NA,None
Ponsegromab,Food Hypersensitivity (Food Allergy),Food Hypersensitivity (Food Allergy),0,0,0,0,0,10.8,48.9,59.7,11808153,None
Ponsegromab,Primitive Neuroectodermal Tumors,Primitive Neuroectodermal Tumors,0,0,0,0,0,31.6,28,59.7,NA,None
Ponsegromab,Unstable Angina,Unstable Angina,0,0,0,0,0,25.7,34,59.7,1655376,None
Ponsegromab,Adrenal Tumors,Adrenal Tumors,0,0,0,0,0,14.5,45.1,59.6,2121796,None
Ponsegromab,Bone Tissue Neoplasms,Bone Tissue Neoplasms,0,0,0,0,0,14.7,44.7,59.4,NA,None
Ponsegromab,Cardiac Conduction System Disease,Cardiac Conduction System Disease,0,0,0,0,0,25.6,33.8,59.4,NA,None
Ponsegromab,"Encephalitis, Myelitis and Encephalomyelitis","Encephalitis, Myelitis and Encephalomyelitis",0,0,0,0,0,32,27.5,59.4,NA,None
Ponsegromab,Pseudomonas aeruginosa,Pseudomonas aeruginosa,0,0,0,0,0,28.5,30.8,59.4,81849,None
Ponsegromab,Pharyngeal Diseases,Pharyngeal Diseases,0,0,0,0,0,23.7,35.6,59.3,938407,None
Ponsegromab,Adrenal Cortex Diseases,Adrenal Cortex Diseases,0,0,0,0,0,14.6,44.6,59.2,NA,None
Ponsegromab,Cholangitis,Cholangitis,0,0,0,0,0,14.8,44.4,59.2,81849,None
Ponsegromab,Chronic Chemical and Drug Induced Liver Injury,Chronic Chemical and Drug Induced Liver Injury,0,0,0,0,0,26.8,32.4,59.2,NA,None
Ponsegromab,Cardiac Tumors,Cardiac Tumors,0,0,0,0,0,25.8,33.3,59.1,2121796,None
Ponsegromab,Perinatal Depression (Postpartum Depression),Perinatal Depression (Postpartum Depression),0,0,0,0,0,26.4,32.6,59,NA,None
Ponsegromab,Blood Coagulation Disorders,Blood Coagulation Disorders,0,0,0,0,0,20,38.9,58.9,141993,None
Ponsegromab,Chronic Thromboembolic Pulmonary Hypertension (CTEPH),Chronic Thromboembolic Pulmonary Hypertension (CTEPH),0,0,0,0,0,24.6,34,58.6,NA,None
Ponsegromab,Patent Foramen Ovale,Patent Foramen Ovale,0,0,0,0,0,23,35.5,58.6,NA,None
Ponsegromab,Schizophrenia,Schizophrenia,0,0,0,0,0,24.3,34.3,58.6,1605094,None
Ponsegromab,Delta Thalassemia,Delta Thalassemia,0,0,0,0,0,26.7,31.7,58.5,327,None
Ponsegromab,Excessive Daytime Sleepiness (Hypersomnia),Excessive Daytime Sleepiness (Hypersomnia),0,0,0,0,0,17.6,40.9,58.5,15439078,None
Ponsegromab,Gingival Diseases,Gingival Diseases,0,0,0,0,0,27.7,30.8,58.5,96123,None
Ponsegromab,Hemosiderosis,Hemosiderosis,0,0,0,0,0,22.6,35.9,58.5,327,None
Ponsegromab,Prenatal Injuries,Prenatal Injuries,0,0,0,0,0,29.2,29.4,58.5,NA,None
Ponsegromab,Acromegaly,Acromegaly,0,0,0,0,0,19.4,39,58.4,16370,None
Ponsegromab,Actinomycetales Infections,Actinomycetales Infections,0,0,0,0,0,30.1,28.2,58.4,327,None
Ponsegromab,Chronic Rhinosinusitis with Nasal Polyps (CRSwNP),Chronic Rhinosinusitis with Nasal Polyps (CRSwNP),0,0,0,0,0,28.3,30.2,58.4,NA,None
Ponsegromab,Major Depressive Disorder (MDD) (incl. PPD),Major Depressive Disorder (MDD) (incl. PPD),0,0,0,0,0,33,25.4,58.4,NA,None
Ponsegromab,Obstetric Labor Complications,Obstetric Labor Complications,0,0,0,0,0,22.9,35.4,58.4,218086,None
Ponsegromab,Autonomic Nervous System Diseases,Autonomic Nervous System Diseases,0,0,0,0,0,17.2,41.1,58.3,NA,None
Ponsegromab,Intra-Abdominal Infections (IAI),Intra-Abdominal Infections (IAI),0,0,0,0,0,14.9,43.3,58.3,203126,None
Ponsegromab,Minimal Change Disease,Minimal Change Disease,0,0,0,0,0,14.8,43.5,58.3,NA,None
Ponsegromab,Autoimmune Hemolytic Anemia (AIHA),Autoimmune Hemolytic Anemia (AIHA),0,0,0,0,0,13.8,44.4,58.2,81849,None
Ponsegromab,Central Nervous System Infections,Central Nervous System Infections,0,0,0,0,0,15.7,42.5,58.2,976916,None
Ponsegromab,Embryo Loss,Embryo Loss,0,0,0,0,0,26.9,31.3,58.2,4136,None
Ponsegromab,Cytomegalovirus Infections,Cytomegalovirus Infections,0,0,0,0,0,13.7,44.4,58.1,NA,None
Ponsegromab,Neurodevelopmental Disorders,Neurodevelopmental Disorders,0,0,0,0,0,32,26.2,58.1,NA,None
Ponsegromab,Chronic Total Occlusion (CTO),Chronic Total Occlusion (CTO),0,0,0,0,0,11.5,46.5,58,8139256,None
Ponsegromab,Williams Syndrome,Williams Syndrome,0,0,0,0,0,25.6,32.4,58,81849,None
Ponsegromab,Endomyocardial Fibrosis,Endomyocardial Fibrosis,0,0,0,0,0,25.2,32.6,57.9,327,None
Ponsegromab,Facial Scar,Facial Scar,0,0,0,0,0,31.7,26.2,57.9,NA,None
Ponsegromab,Ventricular Tachycardia,Ventricular Tachycardia,0,0,0,0,0,26.3,31.7,57.9,44988,None
Ponsegromab,Celiac Disease,Celiac Disease,0,0,0,0,0,23.3,34.5,57.8,327,None
Ponsegromab,Autosomal Dominant Optic Atrophy,Autosomal Dominant Optic Atrophy,0,0,0,0,0,26.7,31,57.7,245548,None
Ponsegromab,Supravalvular Aortic Stenosis,Supravalvular Aortic Stenosis,0,0,0,0,0,25.4,32.3,57.7,NA,None
Ponsegromab,B-Cell Non-Hodgkin's Lymphoma,B-Cell Non-Hodgkin's Lymphoma,0,0,0,0,0,8.8,48.8,57.6,81849,None
Ponsegromab,Leukocytosis,Leukocytosis,0,0,0,0,0,22.5,35,57.6,32564,None
Ponsegromab,Epithelioid Hemangioendothelioma,Epithelioid Hemangioendothelioma,0,0,0,0,0,10.9,46.6,57.5,327,None
Ponsegromab,Cross Infection,Cross Infection,0,0,0,0,0,12.2,45.2,57.4,976916,None
Ponsegromab,Digestive System Abnormalities,Digestive System Abnormalities,0,0,0,0,0,24.9,32.4,57.4,NA,None
Ponsegromab,Autoimmune Encephalitis,Autoimmune Encephalitis,0,0,0,0,0,20.1,37.1,57.2,327,None
Ponsegromab,Ulcerative Colitis,Ulcerative Colitis,0,0,0,0,0,15.7,41.5,57.2,180231,None
Ponsegromab,Hepatic Porphyrias,Hepatic Porphyrias,0,0,0,0,0,23.8,33.2,57.1,NA,None
Ponsegromab,Hereditary Optic Atrophies,Hereditary Optic Atrophies,0,0,0,0,0,27.6,29.5,57.1,NA,None
Ponsegromab,Developmental Bone Diseases,Developmental Bone Diseases,0,0,0,0,0,25,31.9,57,654874,None
